Price,Close,High,Low,Open,Volume
Ticker,TMO,TMO,TMO,TMO,TMO
Date,,,,,
2025-04-03,469.12225341796875,484.97159004384514,467.26586016282437,480.95936463332464,2813600
2025-04-04,437.0643005371094,463.21368414429804,436.3756306462639,460.59874882944337,3894200
2025-04-07,437.02435302734375,452.46447760815823,410.41583684202766,416.9631653205139,4076300
2025-04-08,418.5002136230469,453.25297551374166,412.53175141175234,450.28871004770946,3929200
2025-04-09,452.674072265625,454.1512249901552,409.0584858876847,413.829253324761,4597700
2025-04-10,426.614501953125,447.7336400124472,414.5079233404239,445.5378766149349,3902400
2025-04-11,437.3038024902344,439.87883683827783,419.1888613589506,429.1595581002237,2657400
2025-04-14,448.4621887207031,449.96928218145285,441.14635866322504,447.1347707717756,2370500
2025-04-15,440.1483154296875,449.40040170728247,437.56332104172463,446.7255847875341,2545900
2025-04-16,435.94647216796875,445.0787954388674,434.5192106599957,440.47768251166195,1823500
2025-04-17,426.67437744140625,435.1779119635491,424.22909689600533,433.7007897527202,3038300
2025-04-21,421.0352783203125,425.67629158585135,415.8153681641263,424.6782229068693,2314800
2025-04-22,433.8904113769531,436.1660067655567,425.68628554934355,428.9699096002035,3677800
2025-04-23,430.806396484375,460.718486752168,428.5906827098747,455.66826147077705,3492200
2025-04-24,425.83599853515625,431.6247848570786,416.9831339701412,429.1695443642511,3662400
2025-04-25,423.420654296875,425.895875630711,416.0150016214771,425.297028320743,2698300
2025-04-28,420.5262756347656,432.0140564799917,416.0349663434472,429.09968238248996,2531600
2025-04-29,426.7043151855469,429.5088858293294,418.0011547993255,421.00535136894644,2437300
2025-04-30,428.1714782714844,428.48087713610823,422.17307555406313,426.824079415965,2944300
2025-05-01,419.0791015625,428.04173943338026,414.5778017585532,425.03754275266465,2771900
2025-05-02,422.73199462890625,430.6067714583548,421.60420255934645,427.6425061384091,2492400
2025-05-05,421.4544677734375,424.1592559370671,417.05298105960657,421.5842215805259,2637200
2025-05-06,406.23394775390625,422.7420140613358,405.71496294845605,418.6399659564702,4070200
2025-05-07,407.06231689453125,412.551694630011,403.7886528451725,408.59935118888444,2959400
2025-05-08,409.9866638183594,414.94706652955375,402.0320549746607,406.2838374295815,3013600
2025-05-09,402.3514404296875,411.69334885373723,400.97410074850694,409.807014846767,2318700
2025-05-12,431.7545471191406,431.8942913611202,408.9087697880714,410.3459911921794,3716400
2025-05-13,428.1216125488281,434.13996603430155,426.47477470574535,430.3472864200597,2726900
2025-05-14,405.2657775878906,429.718460384093,404.9963100078997,429.1296035146497,3201100
2025-05-15,404.14794921875,406.2538900029758,389.74582526487427,402.65084617675944,4129600
2025-05-16,411.26422119140625,411.8331277090424,400.8943023517078,404.2178580046098,2498200
2025-05-19,413.12060546875,413.2703096804867,406.47346433988776,407.44159218730397,1665000
2025-05-20,412.950927734375,414.597735010047,409.0983971435138,411.85304606438046,2142000
2025-05-21,397.51080322265625,411.86303609609286,396.59256661083737,408.5294902712839,2965800
2025-05-22,399.7065734863281,400.96411936648417,393.0494416965507,393.88781576953477,2891400
2025-05-23,392.8997497558594,395.5745667092367,389.9055434908021,393.0195131330791,2318100
2025-05-27,402.7705993652344,406.96249996029803,399.7265021069267,401.16372342759774,2705700
2025-05-28,401.3533630371094,405.3755785979144,399.61673328121327,403.0600519509603,1931400
2025-05-29,402.9702453613281,406.5832492513092,400.6447586474842,402.27158507445927,2499300
2025-05-30,402.04205322265625,404.6569884224851,396.55267520637307,400.93418109360425,2521300
2025-06-02,395.70428466796875,399.73649060132726,391.93158633416766,399.36721006881146,2584000
2025-06-03,399.1576232910156,401.62285429353517,390.5243347944422,394.3070238418978,3204100
2025-06-04,402.88043212890625,407.69113077635325,401.41326985953606,401.742619142658,2280700
2025-06-05,397.59063720703125,404.45735481404904,395.98376120201084,403.94836048316915,2504000
2025-06-06,401.1238098144531,405.8147449507806,399.78640139356486,399.78640139356486,2630000
2025-06-09,407.7409973144531,411.813104133967,400.7445261090077,404.39746113904755,2164000
2025-06-10,413.7394104003906,419.1589161702727,405.9444962340517,410.61545047355315,2573800
2025-06-11,414.3482360839844,423.69017543630326,412.4818523921048,415.0369059591949,3062700
2025-06-12,414.52789306640625,416.0050458261697,409.1183773347217,413.18052458008964,2067600
2025-06-13,402.3987731933594,412.95926975842195,401.20983806845055,410.0019331279074,2385800
2025-06-16,404.7166748046875,406.51507869868516,396.84376790146064,406.51507869868516,1973200
2025-06-17,389.9100036621094,403.1980633128454,389.51033801139175,399.6412585509586,3040400
2025-06-18,392.2079162597656,395.42502950864514,385.1142780474925,389.90999129208336,2884300
2025-06-20,397.5231628417969,397.5431339281531,390.14977677866057,392.5376479222857,3812600
2025-06-23,399.8510437011719,400.24070854604366,392.64751887684696,394.7756133614065,2486100
2025-06-24,404.00732421875,405.7957273428567,398.82197658079366,401.43962187975893,2083000
2025-06-25,410.2817077636719,414.62781262050686,397.7229736878536,401.8592754177295,3100800
2025-06-26,411.7503662109375,414.9375075508992,408.91291705530585,409.1726936191294,2927700
2025-06-27,407.913818359375,414.02832454154577,406.5850246328108,412.0301183125902,3923100
2025-06-30,405.0963439941406,412.90933773904726,401.0899612014844,407.47421430695636,3919100
2025-07-01,421.0920104980469,428.7151724951233,404.4869208401962,405.9256318312931,2603000
2025-07-02,427.3763732910156,430.07393350245957,421.37175360138235,424.6188388395673,2669300
2025-07-03,428.9449462890625,432.51175188809515,425.69786101889633,428.23559158268466,1359300
2025-07-07,418.3244934082031,428.9349637876459,415.0474363560757,426.17742938748955,2497200
2025-07-08,425.78778076171875,432.7515305755542,418.2045614152457,418.2045614152457,2620900
2025-07-09,419.50341796875,429.00489828503544,411.51059310278225,421.8213444975304,2735100
2025-07-10,430.34368896484375,438.0967082825553,417.94481584293146,420.4525438889904,2932800
2025-07-11,434.469970703125,435.92868321992063,425.2682394506419,429.86411992792443,2511400
2025-07-14,424.9585266113281,430.11390248107614,421.66149843996067,428.6152477685985,2819300
2025-07-15,417.6151123046875,428.6152476480459,416.8258427759545,428.05575232809497,2090500
2025-07-16,415.9366149902344,420.17280243713657,413.4088853311789,417.9348212184271,2762300
2025-07-17,424.5988464355469,426.6170237211726,412.9193287567507,414.62778652057756,2494600
2025-07-18,414.3780212402344,427.52622202870725,411.0410204603796,425.53801656612086,2652500
2025-07-21,404.5768127441406,414.6277875155418,402.99821276775833,414.5678437686115,2733800
2025-07-22,427.2364807128906,428.60524713902703,404.78663189205446,405.9455951956246,3674200
2025-07-23,466.2914123535156,487.49238195027937,465.13244906615625,472.8355561363476,8928300
2025-07-24,474.60394287109375,484.1653668254779,464.6229126905536,466.2514556168318,6234000
2025-07-25,477.8910217285156,483.16628509347277,473.98452478831734,479.54953660142746,4205500
2025-07-28,484.5250549316406,486.67312060541127,474.44410781019263,475.01360392316036,3412200
2025-07-29,481.7275695800781,488.0818508616092,479.97913909981804,481.80748441491284,3164200
2025-07-30,476.8519287109375,484.4451184065991,473.2251795615358,483.54593171018547,2583500
2025-07-31,467.26055908203125,483.43604170002584,466.32139967134754,470.35778497959194,3413900
2025-08-01,462.6247253417969,463.68377222836807,451.04512363658284,460.6165182784835,2756900
2025-08-04,466.15155029296875,467.35045574355644,456.13054721302404,459.68735188312036,2092800
2025-08-05,466.001708984375,469.4485965898937,464.4231089181371,466.56120431437586,1992300
2025-08-06,448.537353515625,466.0816017221556,445.8797355790275,464.81275174646055,2539300
2025-08-07,454.3321533203125,456.6800518035223,450.7653782737004,454.45204081899413,1490100
2025-08-08,460.3067932128906,461.3058963384187,451.03511742759866,453.0832666388481,1689900
2025-08-11,461.9753112792969,467.2805464645523,458.91802764810143,461.3758433027839,1706700
2025-08-12,476.9818420410156,477.76114128419215,460.4966399436441,460.4966399436441,2104200
2025-08-13,484.355224609375,486.54326294701764,478.2906611714301,480.0091198089803,2054800
2025-08-14,484.60498046875,485.46419450708794,478.8101641431176,480.3088188064387,1955200
2025-08-15,488.5714416503906,491.10914170110004,485.56413140887224,486.29348768561164,2462500
2025-08-18,487.1027526855469,492.7976222809188,486.70311752818526,489.69042615545817,2211100
2025-08-19,497.8431091308594,500.48072554946083,489.45064890409765,490.4797239124116,2578500
2025-08-20,494.3662109375,499.9212218294096,492.3180617435095,498.3226507439937,2351500
2025-08-21,483.3261413574219,494.3362469061623,482.3769811850271,491.9983492338617,1360600
2025-08-22,499.54156494140625,501.9394368490746,486.45333831145734,487.09274846068314,1778400
2025-08-25,490.30987548828125,499.1319429703205,488.7412762103324,498.80225234340173,1044300
2025-08-26,488.0419006347656,491.07915215168447,486.29347018336125,489.6504420147581,1341600
2025-08-27,487.6822204589844,490.53967129804613,482.5468461675468,486.1935665352955,1294800
2025-08-28,489.3007507324219,490.6995194883012,482.95647033203056,487.212628876846,1407700
2025-08-29,492.2781066894531,493.8367051686748,485.48421744618975,489.50060114415203,1228200
2025-09-02,487.0927429199219,492.25811946650026,478.6003663991211,488.8711452540813,1303800
2025-09-03,484.11541748046875,489.1009629152571,481.0981369542646,486.5932042604684,1219100
2025-09-04,489.0509948730469,489.82032381815804,471.1870255361305,481.64763681615926,1404200
2025-09-05,492.158203125,501.5497663571522,488.68131329011317,489.5605289143517,1442600
2025-09-08,487.212646484375,489.63048953043574,480.5186736530983,487.332533984307,2223700
2025-09-09,481.97735595703125,489.5505444451566,481.08813951508245,486.0437131095805,1505900
2025-09-10,476.11260986328125,485.38428560742307,475.21342315233835,480.68848874219935,1442700
2025-09-11,490.9692687988281,491.5587359819327,479.9291610075484,480.14896491397786,1509800
2025-09-12,479.02996826171875,490.8194032459276,479.02996826171875,488.1717556140395,1543200
2025-09-15,474.4599914550781,482.94000244140625,470.739990234375,478.7799987792969,1663500
2025-09-16,480.739990234375,484.5899963378906,470.04998779296875,470.2699890136719,1799800
2025-09-17,472.6400146484375,486.57000732421875,469.1400146484375,482.9599914550781,1947500
2025-09-18,481.1000061035156,482.260009765625,473.0299987792969,477.1499938964844,1576400
2025-09-19,479.5799865722656,487.989990234375,478.0199890136719,483.2900085449219,4244100
2025-09-22,474.989990234375,481.739990234375,470.739990234375,475.4800109863281,2352200
2025-09-23,469.75,475.57000732421875,467.2799987792969,471.1199951171875,3244900
2025-09-24,468.0,471.3299865722656,462.92999267578125,467.8999938964844,2409600
2025-09-25,459.2200012207031,468.760009765625,457.4100036621094,467.010009765625,3229300
2025-09-26,464.239990234375,465.739990234375,460.30999755859375,461.05999755859375,1886400
2025-09-29,462.0400085449219,467.3500061035156,456.6700134277344,466.8399963378906,3018300
2025-09-30,485.0199890136719,486.25,460.0,464.1199951171875,4363900
2025-10-01,530.72998046875,534.9000244140625,486.94000244140625,487.0,6092700
2025-10-02,524.9600219726562,539.9000244140625,523.0,525.7100219726562,3262000
2025-10-03,543.3200073242188,545.4400024414062,525.3599853515625,525.3599853515625,3048500
2025-10-06,543.9500122070312,545.8599853515625,536.4600219726562,540.0,2560100
2025-10-07,539.1699829101562,549.4400024414062,538.3400268554688,542.6799926757812,1870800
2025-10-08,536.1900024414062,549.260009765625,535.6300048828125,538.1300048828125,2153200
2025-10-09,534.6799926757812,537.5700073242188,528.8400268554688,533.739990234375,1830700
2025-10-10,524.7999877929688,537.9299926757812,523.6500244140625,534.8300170898438,1415800
2025-10-13,524.5800170898438,530.8300170898438,523.8900146484375,527.530029296875,1686600
2025-10-14,525.8300170898438,529.8499755859375,519.4500122070312,521.739990234375,1601000
2025-10-15,527.8699951171875,532.4099731445312,522.4199829101562,524.9099731445312,1430400
2025-10-16,536.780029296875,544.5999755859375,534.1599731445312,544.3599853515625,2115900
2025-10-17,538.9199829101562,540.8699951171875,532.0,534.1599731445312,2010200
2025-10-20,543.8400268554688,550.4600219726562,540.0,541.0,1665200
2025-10-21,557.989990234375,568.3900146484375,553.739990234375,559.0800170898438,3932400
2025-10-22,567.2000122070312,571.2899780273438,550.8800048828125,555.5,3461200
2025-10-23,571.9099731445312,578.239990234375,562.3800048828125,567.9000244140625,1979300
2025-10-24,572.5,575.8200073242188,569.7899780273438,574.1500244140625,1655700
2025-10-27,563.780029296875,572.6699829101562,561.0399780273438,572.0900268554688,1563600
2025-10-28,557.6300048828125,565.6500244140625,555.5700073242188,564.1300048828125,992700
2025-10-29,558.3099975585938,571.5700073242188,555.0599975585938,558.3099975585938,1953600
2025-10-30,556.219970703125,565.6300048828125,551.5999755859375,551.5999755859375,1315100
2025-10-31,567.3900146484375,569.9199829101562,551.8699951171875,551.9199829101562,1872200
2025-11-03,564.8800048828125,565.7000122070312,554.2000122070312,563.6599731445312,1835000
2025-11-04,565.239990234375,569.2999877929688,557.0,558.4099731445312,1636000
2025-11-05,567.6400146484375,570.1599731445312,554.2000122070312,560.3499755859375,1682900
2025-11-06,565.97998046875,570.8599853515625,559.3499755859375,562.8699951171875,1277800
2025-11-07,572.4099731445312,577.3499755859375,563.2999877929688,566.8699951171875,2264000
2025-11-10,576.3499755859375,583.6599731445312,568.3599853515625,572.3699951171875,1380300
2025-11-11,586.489990234375,587.5900268554688,574.8200073242188,575.9500122070312,1377700
2025-11-12,588.02001953125,591.1699829101562,582.0,584.2899780273438,1504200
2025-11-13,580.1300048828125,598.52001953125,578.25,586.0999755859375,2745400
2025-11-14,578.7100219726562,584.3300170898438,573.0,578.1900024414062,1318000
2025-11-17,567.1599731445312,579.7899780273438,566.5900268554688,575.6500244140625,1624400
2025-11-18,576.030029296875,578.219970703125,556.4600219726562,562.8499755859375,1916000
2025-11-19,573.7899780273438,574.6199951171875,567.2100219726562,574.6199951171875,1247900
2025-11-20,572.739990234375,580.4500122070312,568.4600219726562,573.3499755859375,1167800
2025-11-21,587.47998046875,589.8499755859375,569.5499877929688,573.0,1933500
2025-11-24,586.0700073242188,587.9199829101562,579.0999755859375,586.4500122070312,1803100
2025-11-25,597.780029296875,602.3200073242188,581.7999877929688,582.2000122070312,1803400
2025-11-26,593.25,596.5499877929688,587.1900024414062,593.4299926757812,2059900
2025-11-28,590.8300170898438,594.0,587.9500122070312,589.1900024414062,746000
2025-12-01,585.1500244140625,597.6799926757812,582.75,594.8499755859375,1754200
2025-12-02,580.3699951171875,584.4500122070312,577.9600219726562,581.9400024414062,1918100
2025-12-03,580.4500122070312,588.1099853515625,580.010009765625,581.2899780273438,1186600
2025-12-04,575.239990234375,580.4500122070312,560.1599731445312,579.030029296875,1961600
2025-12-05,572.77001953125,579.0900268554688,569.6199951171875,578.0,1873700
2025-12-08,568.2100219726562,574.5399780273438,566.010009765625,570.7999877929688,1412100
2025-12-09,563.0700073242188,575.25,561.9099731445312,574.0,1416000
